CA30 Economic Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wages and salaries (thousands of dollars) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
16180,"Carson City, NV (Metropolitan Statistical Area)",41770,48440,57370,65365,77337,89335,100845,117334,138073,173630,201710,220764,255598,258111,267431,291289,322279,344921,376788,413981,444052,479024,505644,542599,575062,637215,697557,753984,812193,879642,959822,1013041,1055335,1081846,1127864,1207590,1273137,1321375,1385903,1368303,1290978,1254166,1258786,1242236,1268549,1293899,1368597
16220,"Casper, WY (Metropolitan Statistical Area)",142831,148495,158658,167524,190076,230771,283601,333749,403744,509085,604526,699220,813460,793174,674462,681675,660693,580775,533824,559283,561758,616531,644821,647433,666918,690065,711501,723388,778730,821815,871581,1021257,1030804,1061345,1125480,1248667,1385235,1597544,1758527,1923883,1748048,1801511,1953578,2126605,2173355,2343332,2239593
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",524464,551081,572085,607475,684553,769565,835827,935290,1024895,1159674,1328514,1400620,1465414,1450699,1482922,1575925,1691591,1775081,1916095,2086978,2235532,2375845,2461801,2595277,2741357,2925219,3124010,3288563,3535084,3964140,4262010,4552625,4570595,4483503,4589725,4847035,5097985,5351772,5755051,6029130,5866750,6038241,6301840,6488943,6636471,6963351,7251768
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",228886,240244,249180,278481,316074,350262,378360,401703,424858,477274,512070,573660,620013,601357,602517,650841,698468,721235,781844,838286,899310,946206,978978,1009760,1041477,1093223,1142451,1216029,1279611,1352922,1365432,1415015,1415293,1471299,1542709,1686294,1823484,1950087,2090074,2163565,2079869,2105070,2167980,2239791,2286174,2376411,2475801
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",463332,478429,520261,554403,600661,651116,746747,802985,854726,937970,1010937,1061232,1153217,1220540,1274639,1375274,1455757,1576755,1697811,1828281,1881271,2033651,2098142,2191290,2180278,2265973,2381820,2480021,2611424,2744375,2939379,3154811,3330991,3496130,3554770,3671318,3746753,3904014,4120817,4360447,4334413,4377923,4403918,4591986,4733681,4891624,5091662
16620,"Charleston, WV (Metropolitan Statistical Area)",655807,717511,764965,838773,922593,1022165,1151953,1293395,1429839,1605676,1811571,1924318,2007359,2138370,2075444,2164140,2244653,2294214,2311358,2359092,2443201,2627928,2743963,2879531,2968856,3127145,3270922,3411931,3542340,3691873,3820181,3967351,4112423,4139111,4175475,4336988,4517951,4745432,4930574,5147728,5180576,5202368,5422206,5441154,5320182,5393953,5411918
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",758068,833497,875833,949445,1057305,1219253,1344407,1506651,1632734,1842947,2068701,2318138,2620173,2798354,2984708,3303193,3514843,3746551,4005404,4339946,4656278,5038736,5213359,5364380,5497815,5531483,5525960,5674477,6116751,6683802,7319432,7830051,8255120,8705586,9167816,9796995,10550645,11276013,12240443,12624019,12292790,12671512,13365546,13976734,14491477,15388335,16383387
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2483857,2681680,2896600,3271842,3634392,3894351,3960251,4452772,4953609,5640277,6398054,7081821,7854034,8195399,8950111,10134194,11003285,11963910,13340967,14568639,15642085,16767288,17071395,18290923,19429933,21039134,22856788,24529646,26760547,29382027,31971808,34478795,35592643,36514673,37327786,39709292,42605254,46213273,49120825,49756197,46210334,47684007,50577042,53606621,56026081,59953177,64737205
16820,"Charlottesville, VA (Metropolitan Statistical Area)*",225953,249158,267823,292019,337895,373985,398029,436739,481716,551970,634076,713062,777565,837748,923590,1007776,1086920,1188234,1299511,1427370,1539925,1638380,1670030,1757871,1882903,1978309,2069667,2215209,2342252,2580498,2729917,2966906,3110295,3224333,3372923,3602781,3897461,4177460,4460977,4570896,4534194,4609725,4776466,4986152,5127118,5390820,5789434
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",899947,959628,1046813,1185244,1325790,1432376,1482466,1649176,1821225,2090351,2252774,2362912,2534516,2601013,2696689,2928934,3123217,3362148,3733779,4026778,4154547,4380530,4460304,4693259,5045109,5325700,5622900,5888120,6209184,6480993,6934907,7357671,7425399,7499379,7824963,8091309,8433945,8939037,9335578,9447480,8902225,9298178,9642998,10071896,10247737,10608995,11243799
16940,"Cheyenne, WY (Metropolitan Statistical Area)",142731,157696,172011,198438,239011,260894,279021,310688,335537,394150,449326,511094,566932,603531,600264,631678,656340,669118,674480,697893,724335,757674,798422,850940,901338,943522,956435,966768,1006691,1077415,1146671,1205173,1275189,1386396,1461733,1543365,1625446,1799943,1882411,1984161,1981980,1996501,2092691,2228194,2295304,2373309,2413989
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",26412682,27767267,29209138,31502523,34740331,37821118,38976261,42649599,46967301,52439482,57403019,60401940,64829528,66461320,68849679,75168176,79568509,84643885,90893878,99226883,104823510,111166207,114350304,120991289,126001821,132080960,140143523,148170641,159092011,171282049,181814281,194294227,198222036,197734069,200298523,209477216,217956159,230973660,243641287,247263313,231649396,234928654,244650106,255558852,261043411,272072107,287142721
17020,"Chico, CA (Metropolitan Statistical Area)",160225,171553,185380,202269,229860,256361,288831,331245,371134,420169,473991,545159,583359,593905,630622,687247,759700,820395,907929,990214,1085996,1193877,1235611,1271195,1284831,1366337,1404349,1483346,1596664,1694481,1812655,1941380,2063260,2161696,2208221,2321862,2446969,2609836,2753096,2742075,2644854,2644867,2711080,2864961,2978166,3101988,3348819
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",4388817,4651354,4761857,5160575,5753571,6239461,6493226,7209673,8015582,9086374,10141044,10867346,11596419,11934866,12551095,13762114,14848472,15895819,17137487,18396193,19414527,20728745,21486252,22921461,23656781,24944099,26424421,27982410,30122376,32570881,34699807,36607766,37575452,38389012,39497571,41541591,43185736,44595159,46484092,47381120,45384830,46225439,47946244,50489992,51379770,53930285,55933301
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",263793,267222,295141,318628,421188,467958,485116,567822,590702,647240,714078,745404,841303,887305,940040,997310,1059552,1114115,1199480,1263935,1323192,1325045,1415144,1719965,1789141,1875521,2018526,2132707,2236663,2334238,2522898,2711155,2823390,3006935,3176361,3385684,3877653,4212686,4399287,4682416,4680722,4825684,5124505,5144051,5049125,5121819,5248385
17420,"Cleveland, TN (Metropolitan Statistical Area)",117358,128824,142682,163176,187493,191583,194760,221760,232609,272390,307990,345261,391501,407669,451877,496268,532801,553022,601023,628990,656094,685578,721318,792534,805823,863104,904269,969102,1055215,1091545,1161426,1175350,1190371,1222371,1262751,1347761,1362553,1393724,1436077,1436384,1385258,1405960,1502943,1632344,1652265,1759226,1834232
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",7587528,7716693,7905969,8508442,9462082,10272927,10492514,11503144,12748493,14196584,15447132,16020775,17121056,17212959,17737421,19408800,20599162,21322106,22420972,23995815,25240473,26553356,26755460,27972214,28832268,30619846,32115023,33482727,35637283,37712556,39474981,41374865,41445181,40930098,42144663,43953929,44775837,46457306,47869088,47901284,45195426,46166912,48390429,50744657,51674407,53388934,55074493
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",49892,51944,58257,69741,84298,92657,101776,121520,146230,174895,202526,209923,220718,217266,252017,286733,300644,312923,329082,361616,404003,455692,506232,582186,649097,725606,772586,825481,893976,959127,1029238,1103210,1174608,1226381,1303093,1452316,1581115,1762726,1894523,1913708,1796235,1805302,1841402,1846648,1958159,2058966,2184039
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",124094,136916,157521,174234,193061,208187,236799,276858,317985,369775,423818,507094,677616,745514,793844,864240,881700,873782,897788,970030,1044217,1122123,1183482,1262406,1351452,1423839,1480101,1554410,1704351,1850308,1931655,2090867,2201923,2248543,2393111,2506372,2686632,2901872,3076910,3267419,3372329,3467356,3562410,3750293,3903463,4184752,4388336
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",529997,604690,656108,778463,896490,966222,1003541,1075201,1153246,1316577,1525365,1727524,2047784,2273543,2485696,2849722,3156581,3412682,3607700,3787330,3974680,4108625,4392341,4779469,5065463,5543141,6024922,6532223,7069983,7853767,8458996,9343389,9839977,9947745,10134415,10659342,11372014,11920391,12406791,12805011,12829597,13212632,13657364,14013462,14225931,14824923,15459550
17860,"Columbia, MO (Metropolitan Statistical Area)",177634,194947,212421,232488,259583,291881,326978,370826,409614,463462,523702,582767,615391,647302,717305,767733,821637,882844,956609,1036365,1095715,1197172,1281872,1386386,1450524,1572839,1658806,1782347,1876302,2015209,2110445,2250760,2347743,2434087,2480514,2633370,2791996,2944115,3080002,3173082,3203167,3303912,3464079,3694722,3855155,3973112,4184037
17900,"Columbia, SC (Metropolitan Statistical Area)",892217,979913,1074952,1207193,1379336,1578987,1682127,1855730,2044206,2285963,2565618,2813466,3083976,3261964,3566599,3961643,4281156,4613579,4969507,5443802,5794473,6140112,6266588,6556927,6792832,7211157,7663625,8176335,8737220,9460078,10041374,10605856,10810474,11081587,11538758,12250905,12872936,13855129,14504778,14906465,14537074,14525603,14866583,15506054,16002591,16794516,17803409
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",635085,610163,641154,664118,718557,774627,808036,898636,995424,1099961,1164058,1251298,1361395,1466671,1554987,1746113,1880209,2020748,2176341,2265154,2331800,2461374,2538005,2721214,2794698,2916513,3046270,3223270,3500829,3734851,3924900,4107888,4240347,4318692,4436435,4594762,4912050,5178259,5432875,5671950,5661587,5782716,6023974,6266213,6299582,6338714,6515370
18020,"Columbus, IN (Metropolitan Statistical Area)",212661,221989,235241,253675,294052,333049,315871,374856,427482,485193,550285,528347,591141,557284,587429,723957,707308,702648,785007,810677,809420,841083,864730,979281,1094004,1174511,1266436,1298153,1376254,1477087,1548431,1612565,1491052,1493987,1541650,1664829,1727479,1842908,1937600,2042689,1843317,1935953,2160196,2427625,2423163,2561233,2718491
18140,"Columbus, OH (Metropolitan Statistical Area)",3138837,3364438,3673838,4031580,4491349,4847059,5040017,5568715,6190583,6911606,7690124,8317358,8955675,9395011,10065483,11197400,12248291,13112223,14148599,15349706,16333009,17414918,18034762,19343034,20283233,21749273,23100477,24354748,26224819,28499698,30476170,32755872,33961094,34777067,35585649,37162204,38545242,40308063,42262899,42973966,41914542,42748202,44987607,47784941,49486719,51924256,54942178
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",614690,663683,707555,752043,828887,926112,1027916,1165266,1252661,1471268,1714923,1940070,2286025,2492849,2462882,2587004,2699472,2560119,2498945,2645514,2725484,3009123,3185268,3372453,3569716,3739625,3872604,4162262,4392627,4675528,4750025,5017411,5259116,5398660,5595272,5837324,6137873,6708575,7159042,7651777,7329567,7444042,7821161,8454783,8730760,9323990,9365962
18700,"Corvallis, OR (Metropolitan Statistical Area)",98525,103877,114578,127932,142905,156837,174149,201102,238764,279768,304415,327339,364603,388605,408153,434813,437271,471667,507746,555559,602352,638400,659993,711404,786029,865842,958794,1071026,1173822,1201573,1204401,1280723,1311053,1344906,1376618,1407575,1503378,1567453,1625803,1651399,1609113,1591630,1631706,1676483,1694659,1759837,1839493
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",219457,238105,268373,301721,322254,352043,379439,414369,452116,505739,549935,598575,712483,780175,849025,950727,1019369,1118740,1233097,1323529,1409459,1521980,1618507,1737370,1839934,1911069,2059697,2214472,2370194,2529901,2649525,2879498,2986086,3302436,3626705,4020844,4384204,4711483,4832224,4763920,4707152,4705443,4888955,5195817,5357786,5520511,5782683
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",235176,252361,265356,280989,303939,321718,321681,348662,386357,431230,468920,506717,534847,533438,546955,573942,598445,609410,644749,694923,723887,751372,759004,756024,776190,808197,831780,869801,916380,939292,966460,1005870,1057629,1103167,1134482,1172432,1221471,1281802,1309231,1369185,1404498,1436983,1469751,1478472,1485298,1503617,1559794
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",6868783,7271083,7524765,8256453,9283496,10361660,11203885,12706018,14463790,16894980,19851862,23232389,26716797,29335473,32201889,36809228,40807607,42535170,44064422,46306608,48750348,52359144,54711386,58183175,61281043,64883657,70048583,76319806,84972801,94678000,102934658,114023837,117149968,115601727,116160064,122399513,129916758,141278123,151774135,156498169,149340677,152964305,161156618,171513401,178078200,190141435,202775570
19140,"Dalton, GA (Metropolitan Statistical Area)",171963,182899,211801,250352,285637,294537,285948,339370,387993,430711,481464,511362,552775,564864,660876,754220,816064,914417,1027932,1103483,1164595,1216158,1239873,1373408,1496960,1616582,1676969,1771424,1869564,2002201,2081254,2289232,2317435,2355831,2449871,2593571,2684349,2753413,2806683,2654963,2428110,2453825,2486685,2533798,2540340,2725014,2825167
19180,"Danville, IL (Metropolitan Statistical Area)",239801,246269,267733,295477,340990,354901,371960,419648,453980,507320,530288,529963,565162,561828,574727,632536,643429,660320,688737,710742,723646,726821,758133,788940,806038,862206,849699,866972,890405,934166,950580,955080,963513,969599,1028506,1058179,1080772,1107620,1115325,1148079,1110140,1126025,1164090,1194327,1186710,1224282,1250256
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",57466,61271,67668,77476,91157,103926,114245,132897,149568,159603,179182,190877,217287,229341,254801,291664,318383,340312,364829,385032,415578,461462,499923,542703,602539,678492,753025,821794,918903,1018662,1124715,1203776,1257432,1326967,1410109,1539834,1709560,1915296,2066932,2113498,2001700,2003789,2064558,2131220,2242210,2372272,2531585
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1000843,1051194,1101086,1204014,1383851,1596785,1696026,1852683,2071943,2279384,2588056,2793147,2968314,2848270,2774282,2987961,3089324,3048153,3234614,3392502,3577842,3820035,3935426,4100018,4173732,4418097,4684152,4904319,5322593,5647566,5689976,5953214,6033889,6114727,6259733,6676019,6995980,7387328,7773866,8030143,7722246,7987265,8328370,8619049,8679184,8835415,9031776
19380,"Dayton, OH (Metropolitan Statistical Area)",2744452,2812852,2790844,3057414,3331692,3468094,3570545,3979559,4392163,4832465,5298807,5513775,5965202,6004237,6350079,7096466,7675214,8099185,8413122,9157045,9525175,9890922,10109321,10491221,10933446,11542169,12273799,12718056,13425642,13816314,14305509,14830964,14894484,14989662,15304461,15745141,16063737,16579218,16719346,16554291,15752901,15958893,16543275,17021750,17075430,17695412,18456687
19460,"Decatur, AL (Metropolitan Statistical Area)",177705,204309,208228,225816,257035,298592,332294,360408,403874,474396,538014,547312,592553,607949,646024,715986,769793,803120,860298,916002,984128,1062864,1136474,1190481,1252606,1297203,1379615,1447129,1535639,1644437,1738495,1781018,1826335,1758995,1791990,1900931,1951543,2034967,2138851,2181242,2048384,2104231,2163042,2221785,2236784,2298245,2281328
19500,"Decatur, IL (Metropolitan Statistical Area)",369224,399790,420347,458465,502959,563931,584664,651160,715606,806767,847134,905669,972102,940282,921262,1034006,1085187,1112690,1173746,1234919,1288014,1344541,1380518,1413748,1470049,1521423,1550588,1680655,1742179,1856482,2002598,2039909,1984888,1918406,1967995,2096769,2211381,2287182,2424036,2482165,2363287,2361496,2468742,2513826,2456215,2674757,2710280
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",252272,273690,302003,350809,425681,482490,503569,540170,592498,687636,801338,921659,1042959,1131572,1247556,1421454,1591602,1746929,1943619,2117374,2285635,2434383,2516828,2649806,2825082,3006991,3193781,3353604,3529023,3705628,3922597,4243692,4495379,4781901,5175276,5637609,6090477,6585624,6744854,6627218,6231641,6288976,6339319,6586168,6724035,7077638,7553074
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)*",3231182,3595602,4102130,4643606,5303501,5773351,6196874,6889868,7757016,9056186,10475042,12043396,13862679,15295532,16032766,17473332,18491305,18914757,19232908,20017554,20974153,22430144,23898351,25683068,27613970,29218158,31355761,33865517,37119015,41258844,45757951,51483319,52820692,52383513,52930745,55313544,58231897,62399889,66352015,68508587,66171434,67256411,70166235,74667789,77547116,83470594,88839268
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",987237,1066282,1143701,1258959,1396690,1568031,1717810,1884623,2103253,2342052,2629021,2804578,2995823,3089116,3244875,3521746,3705388,3904897,4212919,4630923,4960135,5370553,5649857,6070158,6369465,6752963,7190132,7650886,8186231,8854256,9536067,9896815,10267660,10601432,11068687,11857380,12493437,13351006,14199211,14633138,14377296,14737563,15394421,16165851,16819197,17784611,18715232
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",14440159,14576808,15488485,17233975,19533294,20187355,19905440,22694562,25816721,29020111,31326455,31114246,32217739,31592335,33151497,37288717,41867356,44808658,46693960,50118190,52843833,54337588,54053377,57448942,60632291,65778428,70308795,73959332,78053385,84169393,89227052,94539277,92869394,91912831,93810453,95225457,97330182,96609860,98100437,96784470,86360198,87521910,93611656,97776581,100146163,105012598,110751448
20020,"Dothan, AL (Metropolitan Statistical Area)",124446,137816,158474,185832,238876,275889,274777,333414,369686,418643,444754,512956,542360,547847,576819,633950,685062,738191,805838,870852,946835,1006095,1050635,1134727,1163140,1220508,1303905,1334820,1398228,1473629,1527684,1600237,1626840,1664748,1730525,1849632,1939750,2045141,2118931,2112946,2051028,2069611,2075666,2111733,2147667,2197241,2294121
20100,"Dover, DE (Metropolitan Statistical Area)",207886,225412,246333,271399,292767,320395,343298,369300,401039,431616,456343,489621,539991,580246,601162,650724,696477,749760,811366,882559,952455,1020846,1070137,1124972,1183833,1237237,1347306,1427019,1429486,1521622,1603830,1678054,1802586,1965841,2044793,2195781,2330471,2433992,2564860,2592895,2532338,2533269,2611268,2728050,2810709,2932255,3020346
20220,"Dubuque, IA (Metropolitan Statistical Area)",231707,251286,271782,302240,343043,398477,419072,460416,532216,586218,644152,678820,689231,631098,640563,697689,725092,711935,796167,837754,865429,911545,955602,1033817,1073401,1155870,1215815,1230354,1291765,1360939,1389629,1433471,1448815,1493338,1564762,1668305,1753299,1835958,1914613,1982017,1940451,2053792,2179639,2322100,2342071,2446829,2547971
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",629247,680922,730719,784731,853835,919040,1067957,1207819,1210524,1421162,1566656,1647037,1784921,1630427,1559287,1672614,1699440,1747622,1837580,1980808,2148194,2286741,2429409,2571850,2623797,2746757,2865323,3024628,3184596,3412021,3604512,3800287,3883976,4035049,4083574,4269802,4314737,4503785,4757699,4926770,4700422,4823734,5051291,5158689,5373850,5591326,5799643
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",575558,635267,715408,790173,859734,954426,1040371,1148876,1283786,1463940,1646286,1816466,2028312,2218304,2429413,2791162,3177974,3453708,3784925,4152428,4553786,4981000,5416657,5919531,6230272,6618089,7164600,7698838,8479969,9218936,10156089,11412486,11492409,11394637,11640495,12450923,12832424,13989363,15343579,15842564,15703296,16086536,15899665,16605608,17426683,18224134,18552723
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",127836,135610,147757,166780,189023,211424,225412,245318,271004,308008,331550,364793,400956,424370,453312,505569,549154,608243,702923,767403,823167,846529,837017,844984,873214,918567,979423,1033288,1081369,1164690,1255627,1396319,1479565,1590316,1688664,1852603,1958669,2113671,2227318,2320552,2269177,2313693,2332780,2345095,2275384,2269239,2389763
20740,"Eau Claire, WI (Metropolitan Statistical Area)",253429,274774,296283,317556,335603,358018,377366,406553,457183,512654,558835,614088,676135,698752,738165,786768,827382,903057,965750,1043218,1089108,1162664,1220812,1306338,1353186,1451383,1566562,1669630,1807737,1955915,2091131,2222017,2191780,2274661,2338736,2447795,2548711,2713692,2848787,2911014,2855642,2944331,3030617,3255855,3298928,3479759,3648578
20940,"El Centro, CA (Metropolitan Statistical Area)",154160,163307,172022,184285,211623,249176,281058,313605,336002,362963,412846,450993,462216,484795,476746,504646,519951,562379,600395,671459,747230,805711,821210,891015,936751,994390,1008373,1042654,1086946,1161702,1234437,1290808,1386035,1473978,1573120,1620936,1729988,1863882,2000188,2120101,2091951,2101212,2132603,2255769,2298132,2370663,2487942
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",291698,296589,301286,319889,319973,370718,383638,396436,455561,481142,527400,561909,602574,660218,701202,750348,804477,838271,881730,923877,970268,1029083,1062500,1152359,1159950,1190207,1221732,1277020,1344835,1415838,1489342,1601006,1658720,1703842,1809175,1909750,1965785,2123446,2177694,2268779,2299107,2561077,2753444,2681061,2693971,2633719,2658276
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",455371,465591,505703,589119,655432,617571,614261,757856,862445,986992,1018772,966512,1053384,1111711,1327590,1525920,1600581,1736836,1923725,2096040,2168668,2179860,2184837,2408918,2583461,2866079,3024288,3120668,3253218,3548589,3832059,3954250,3753663,3961367,4141240,4601620,4808542,4947039,4960411,4494700,3738105,4109830,4272638,4715902,5024838,5488333,5849959
21300,"Elmira, NY (Metropolitan Statistical Area)",255539,271865,280028,300349,333554,347518,349420,376954,387611,420629,448362,488332,526226,520918,533158,573306,582324,615873,683885,744749,806890,845837,859810,879078,906647,949058,987969,1031279,1074561,1134954,1171803,1204599,1221225,1204736,1216220,1242792,1314052,1369080,1429244,1517278,1453598,1549523,1612233,1639453,1642936,1696748,1701052
21340,"El Paso, TX (Metropolitan Statistical Area)",750776,779067,850570,921878,1061992,1176796,1277806,1422806,1556609,1746098,1976646,2194554,2501517,2658502,2767058,2979383,3191922,3320779,3503513,3739813,4055184,4251500,4448073,4891309,5108636,5306215,5506605,5638951,6052586,6446794,6685250,7027419,7183754,7488798,7716410,8086196,8453644,9103313,9787012,10285563,10491060,11018522,11583127,12143292,12249203,12668878,13176445
21420,"Enid, OK (Metropolitan Statistical Area)",115171,124312,131414,143120,158236,175794,195717,217100,247972,287505,329532,392744,481366,501867,474035,486189,472676,438947,422537,435049,438880,458054,479674,492258,513869,532295,540377,563039,604846,627698,642699,662242,684310,711303,739601,779034,823888,890083,961967,1028641,1014831,1067404,1117910,1247752,1321069,1425804,1413989
21500,"Erie, PA (Metropolitan Statistical Area)",642854,698983,757261,825943,930067,1043839,1082494,1128859,1233421,1375845,1516882,1603526,1709627,1742681,1748230,1908182,2011504,2064924,2159833,2330683,2477937,2642972,2752569,2896382,3006468,3099664,3233443,3339587,3495160,3639952,3801948,3930364,3972870,3973648,3975501,4172924,4327893,4496090,4720922,4855106,4646130,4702109,5038096,5139927,5168313,5282800,5455061
21660,"Eugene, OR (Metropolitan Statistical Area)",436752,472590,522200,598457,682858,731950,779012,919583,1077483,1241554,1382193,1433963,1475092,1405481,1475790,1598055,1664115,1737174,1902001,2084112,2251856,2376588,2439880,2581487,2728812,2947987,3098679,3314659,3551034,3773304,3979940,4169357,4274487,4359705,4497939,4760080,5098390,5405988,5654685,5710057,5282504,5265172,5429207,5601316,5778504,6076354,6492721
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",648707,673809,724599,791563,888016,952628,1003663,1147608,1308559,1497678,1659266,1773925,1904528,1965717,2022315,2241363,2350773,2469139,2547790,2702801,2821838,2991519,3083374,3288681,3469485,3641339,3757478,3972130,4240151,4553511,4779654,4965233,5147325,5290868,5398885,5529305,5716386,6001216,6011733,6215987,6009322,6183403,6346492,6400111,6438978,6761204,7077356
21820,"Fairbanks, AK (Metropolitan Statistical Area)*",175577,198024,211103,231787,245031,411867,781470,781918,651985,551060,563761,612784,696310,833910,902246,945336,987981,909776,870768,873984,916755,961632,1011885,1084850,1107502,1107044,1145005,1177274,1239029,1286717,1319348,1404640,1479851,1593473,1679502,1782907,1928596,2096808,2169908,2275140,2329115,2366877,2493939,2552043,2498072,2510341,2614878
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",266992,294428,318181,347319,392849,441197,488419,563228,624210,706465,786536,814144,881224,923790,976062,1050598,1104883,1160078,1227601,1308468,1384540,1504278,1588320,1701647,1792508,1910128,2025718,2162644,2328806,2531603,2688037,2846143,2970726,3106267,3266076,3520277,3704882,3970955,4263304,4565746,4601988,4744821,5097991,5520022,5796298,6232965,6565833
22140,"Farmington, NM (Metropolitan Statistical Area)",92770,90068,108123,122409,148225,180835,210065,251661,313082,383845,421782,507663,600981,607279,556501,567989,597801,588171,555399,591452,643602,740543,789931,829264,890624,961195,1025331,1045919,1098739,1169179,1213434,1267334,1396537,1423526,1480093,1624781,1758607,1949574,2115862,2314618,2148688,2126651,2249840,2332906,2352830,2450970,2447615
22180,"Fayetteville, NC (Metropolitan Statistical Area)",575983,577079,604582,698759,788468,900555,941979,999029,1051448,1134665,1226760,1396933,1546989,1661010,1809286,1980818,2099919,2218899,2363364,2521424,2628839,2729484,2854309,3479535,3587130,3665224,3837635,3955726,4146077,4324250,4522748,4771559,4912162,5338716,5660123,5991366,6557249,6947571,7519710,8074088,8320655,8587244,8837320,8789579,8699486,8598722,8836374
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",223142,249045,268094,303323,343781,384142,401366,470593,545711,631038,714283,787447,887126,923357,1023910,1161005,1250739,1381980,1531392,1715002,1851728,2027211,2175314,2424281,2624482,2908010,3175947,3382663,3665326,4021519,4436111,4831822,5274120,5706875,6104489,6671714,7217234,7769578,8161789,8488009,8396840,8776189,9117588,9664909,10390356,11016867,11827688
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",100175,104807,128332,164347,198792,207812,215685,224511,246065,290154,320827,365190,397027,410690,441559,486607,531339,590450,632297,685737,690451,744630,789626,865670,913224,977550,1038781,1105799,1153945,1229460,1287720,1381285,1462766,1536480,1628500,1744960,1877096,2035844,2223626,2259984,2195877,2215038,2273116,2348643,2466010,2574253,2702019
22420,"Flint, MI (Metropolitan Statistical Area)",1415983,1319470,1562464,1713983,1931395,1848423,1939942,2437901,2872512,3185892,3418102,3284925,3664632,3395840,3749700,4261005,4680120,4790841,4444539,4445545,4606504,4709596,4878141,4887068,5065798,5813031,6100605,6168192,6207242,6275150,6357151,6394018,6132532,6127797,6186812,6319501,6053160,6211181,6071097,5770611,5361020,5330660,5568331,5645518,5759824,5976701,6269407
22500,"Florence, SC (Metropolitan Statistical Area)",256463,279482,302966,342811,399706,460021,455111,517554,575460,650923,730845,811920,904608,911339,965252,1086122,1121695,1195656,1271992,1384187,1490664,1608425,1682974,1776939,1876262,1948343,2067519,2189772,2314556,2458523,2538373,2669284,2749987,2823303,2860750,2971024,3059569,3244110,3389926,3419747,3305128,3335242,3347849,3482732,3609483,3692603,3847993
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",223672,232814,254836,284744,315474,354627,367440,432301,491488,573111,618504,666301,700829,704812,718100,753141,778814,809018,843499,911910,952853,1034738,1079243,1137795,1188486,1261570,1339641,1376531,1416517,1389083,1432611,1457728,1443094,1428133,1476376,1556370,1631480,1747639,1824459,1852452,1819838,1899216,1923771,1946051,1990040,2087062,2159905
