"CA1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population (number of persons) 1/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",369584,372113,380419,387034,395063,398683,401552,405890,411025,415992,423664,427429,430519,427203,423243,424137,424535,424816,429335,433218,434018,433718,437902,441576,447416,452845,458090,462090,466756,470131,473820,477630,481798,485957,490089,494709,499564,506473,513100,518778,524082,529220,533350,538148,542149,544197,547776
16940,"Cheyenne, WY (Metropolitan Statistical Area)",55635,56619,57944,59997,62458,64789,64656,65603,66313,67001,69168,68994,70176,71129,72907,73345,73102,74411,75101,74523,73667,73175,73978,75826,77495,78885,79513,80186,80328,80522,81009,81825,82554,83226,84084,85427,85732,86819,87654,89077,90430,92271,92663,94894,96006,96469,97121
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",7819364,7895845,7955398,7972491,7966188,7973418,7988641,8014978,8047518,8067880,8055256,8052943,8038127,8047477,8044580,8067923,8072070,8078098,8099059,8116756,8153134,8203210,8304560,8412788,8512911,8605735,8693383,8782253,8862719,8949190,9035654,9113234,9169580,9206032,9233303,9260676,9276302,9297749,9337140,9384555,9429498,9471357,9495578,9520766,9545362,9557294,9551031
17020,"Chico, CA (Metropolitan Statistical Area)",101057,102682,105916,112775,113223,117295,121626,125377,129470,131797,138531,144828,148451,151913,154263,156791,160680,163233,166970,171909,176583,183652,187678,190409,192831,194648,196083,196327,197994,199993,201282,203807,206193,209120,211481,213065,214752,216824,217469,219034,219777,219977,220019,221205,222154,224033,225411
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1668897,1683357,1690881,1689419,1699443,1697582,1695118,1704762,1714809,1728350,1735736,1743032,1747031,1751052,1751730,1759676,1769618,1782790,1800487,1811516,1820832,1837214,1858915,1878558,1900124,1913442,1926822,1939779,1956236,1971116,1984493,1999554,2012228,2020396,2031529,2042753,2054879,2069960,2084042,2095040,2107649,2117863,2123412,2129877,2137868,2148450,2157719
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",126990,128304,132120,130523,145221,150507,148128,151709,156582,157269,159822,159999,161222,166069,166510,167189,171467,170942,171998,174027,176531,180857,180093,189963,191616,196709,201040,208307,212526,214986,217276,220923,223001,224096,223891,228899,237633,237426,247849,248331,256545,261691,264464,275353,273211,277894,281021
17420,"Cleveland, TN (Metropolitan Statistical Area)",61277,62840,65350,67241,69648,71692,72406,73937,75881,77652,79631,81363,82061,82139,82449,83652,84486,84865,85340,86505,86902,87684,88954,90317,91979,93161,95133,96848,100019,101755,102982,104338,105295,105979,106754,108099,109410,111177,112935,114306,115090,115963,116738,117817,118557,119769,120864
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",2304848,2318811,2312528,2277630,2266062,2247641,2237565,2219936,2213651,2206866,2184615,2172438,2162129,2150690,2146550,2141290,2131240,2120606,2113892,2102075,2103702,2104288,2117512,2131036,2140398,2146303,2150203,2153598,2152676,2151568,2149943,2147532,2141787,2136201,2131150,2122934,2111699,2099415,2091596,2085110,2081063,2075661,2068349,2064321,2064854,2064079,2060810
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",35005,35579,36644,39195,42519,44600,47365,48828,51565,55386,58728,59996,60827,62436,62987,65494,66783,66761,66160,66859,67738,70443,73946,77577,82654,88046,92677,96590,100108,102717,106346,109487,111542,113667,116512,121002,125972,129510,132811,135627,137407,138910,141056,142292,144289,147245,150346
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",77287,82495,84820,90094,94934,99612,98699,102118,105615,112021,117089,122685,130852,142471,147011,149749,152724,153931,152259,150882,150375,151495,154062,158308,164742,167911,170608,172341,176098,179498,182327,185760,188315,192016,196234,199374,203500,209014,213000,218658,225114,229473,231418,234108,237880,242919,249156
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",231952,241543,253897,273474,294996,299705,299777,297633,307449,312072,317132,320180,330278,341418,353551,364735,381127,394224,406810,408302,409747,410017,417227,435686,451855,472965,486869,496543,506107,517799,529338,540593,557057,565688,569231,578345,587778,602532,609490,620644,630998,650366,660276,669051,678384,686252,697856
17860,"Columbia, MO (Metropolitan Statistical Area)",79517,81073,82578,84046,88593,90958,88769,92528,94134,96886,97649,100776,102163,103024,103564,104531,104800,106045,107382,109331,111171,112827,115171,117651,120329,122817,125520,128366,130981,132601,134081,135940,138181,140695,143019,145348,148786,152784,155666,158089,160565,163200,166000,168730,171126,173019,174974
17900,"Columbia, SC (Metropolitan Statistical Area)",393522,405343,420632,427654,438518,455302,461809,467203,477566,483307,491796,499796,505283,507615,513337,518709,521313,528371,532846,537516,543917,551633,563238,572323,581956,589879,599158,608946,619752,630966,640126,649567,659125,666087,676083,690421,699160,715091,730546,745740,759400,769692,776718,784044,791820,800011,810068
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",251025,254664,253660,246940,237599,244309,249515,255031,253528,259685,260109,259921,259295,263318,261838,262983,264556,266407,267567,266586,265634,266931,266314,275715,277655,280889,279663,279725,280896,280686,280899,282431,283646,285398,278969,284887,286358,289129,286274,286985,292968,296500,302636,311905,317443,314342,313749
18020,"Columbus, IN (Metropolitan Statistical Area)",56201,57080,57662,58851,59716,60249,60844,61316,62371,63254,64113,64960,64301,63992,63765,63567,63398,62940,63427,63395,63375,63855,64843,65467,66357,67273,68410,69031,69568,70275,70639,71763,72110,71890,72299,72882,73660,74508,75265,76080,76566,76846,77630,78924,79505,80220,81162
18140,"Columbus, OH (Metropolitan Statistical Area)",1196669,1223517,1246879,1258508,1271417,1286905,1299613,1302532,1315830,1323883,1330412,1329236,1340612,1343981,1351988,1362111,1374432,1388054,1405633,1430091,1447914,1468263,1492559,1517612,1540611,1560222,1579412,1593111,1613135,1636690,1658194,1682068,1706779,1726352,1749262,1769572,1791126,1816992,1841539,1865647,1887548,1906439,1925973,1946452,1970511,1997308,2021632
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",295722,295082,303749,312437,311819,310879,316939,323036,324964,327620,334805,342213,348104,359988,367695,369879,370569,374442,369672,366973,366328,368255,373245,378071,385768,392050,394701,398529,402504,403818,404155,403458,402647,405692,406915,411936,416308,419530,420407,423168,427262,427997,431018,436958,443362,448351,452422
18700,"Corvallis, OR (Metropolitan Statistical Area)",51491,53943,54929,60135,59313,61230,61618,62299,65569,66955,68171,68471,69369,69461,68245,67474,67275,66940,67590,67876,69879,71059,71507,72618,73997,75481,76517,77776,78560,78943,78254,78236,78491,80203,80322,80149,80943,81957,83718,84150,85390,85565,86025,86441,86024,86414,87572
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",100074,104708,107706,112702,114864,116509,123878,124190,127380,128807,131677,132104,135394,139276,144536,149428,154718,159450,164034,167059,169832,172290,177811,183299,188744,193649,197484,201172,204814,206708,208918,211955,214955,220192,223227,230024,233437,235216,235032,235315,235687,236005,238850,247506,252883,257209,262172
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",107850,107140,107735,109483,108476,109091,108304,108148,107873,107138,107955,107868,108027,107298,106147,104497,103396,102668,102270,102187,102086,101634,102101,102312,102359,102508,102704,102424,102457,102718,102458,101858,101596,101462,101457,101658,101172,101304,101981,102462,103181,103253,102667,101900,101365,100611,99979
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2339277,2434181,2478739,2494430,2549156,2621429,2668519,2738645,2792291,2860247,2944580,3057465,3141226,3255044,3366597,3483781,3624952,3762028,3846478,3893126,3953105,4043744,4144813,4231065,4321701,4426050,4536179,4664290,4808429,4957705,5101405,5235385,5376413,5482944,5575785,5666333,5776543,5942755,6081907,6211115,6341740,6452614,6574298,6709559,6822353,6958092,7102796
19140,"Dalton, GA (Metropolitan Statistical Area)",65541,68569,71282,73703,77080,79491,79193,79835,81872,83444,84874,85754,86771,87177,87649,89307,90663,92171,94353,96302,97831,98957,100385,101814,103540,106177,108771,111071,113661,115417,118000,120959,124015,126208,128476,131307,133885,136581,138792,140415,140897,142317,142531,142616,142384,142971,143781
19180,"Danville, IL (Metropolitan Statistical Area)",97234,97100,97441,97815,98058,97719,97623,98166,97842,97772,96928,95130,94596,92998,92758,92141,91584,91551,90909,89831,88740,88155,87986,87944,87738,87922,86570,85298,85274,84996,84276,83821,83646,83299,82996,82955,82728,82715,82258,81930,81710,81613,81386,80804,80530,79837,79282
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",56951,59474,60142,62435,64196,66072,67861,70244,72399,74550,76594,78931,80287,82331,83978,86752,89401,91311,93214,94649,96198,98955,102420,106595,111416,116565,120896,125412,130164,134444,137555,141342,144875,147957,151509,156266,162183,168121,172404,175827,179406,183193,186659,190396,195126,199713,203709
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",376011,379817,381302,382010,384562,390568,396120,398850,400292,402294,403603,404420,405162,402024,396986,392904,386807,380036,374353,370464,368854,368316,370975,373565,374198,374425,374979,374708,375006,375549,376678,375763,374561,373740,372975,372740,372876,373762,375121,376467,378108,380236,381147,382890,384089,383995,383606
19380,"Dayton, OH (Metropolitan Statistical Area)",809721,817533,816329,813964,806273,798827,797720,794070,788517,788528,791260,792002,790829,786167,783366,785813,788847,791049,796181,802640,802358,804335,809809,814480,816922,814885,815608,814188,811250,811168,808010,805938,804479,804286,804926,805930,804766,803498,801852,800209,798895,800303,801389,802296,801622,801145,800909
19460,"Decatur, AL (Metropolitan Statistical Area)",101470,105018,107661,109678,110455,112864,114103,115667,117115,119287,120822,120435,120351,121091,121928,123522,125076,126532,128146,129017,130162,132118,134218,135959,138014,138947,140404,141587,142959,144192,145207,146095,146552,146464,147386,147324,148399,149519,150690,151890,153269,153908,153990,153888,153221,153082,152680
19500,"Decatur, IL (Metropolitan Statistical Area)",124733,124905,125278,125241,126910,127752,129218,129701,131366,132404,132364,131205,130295,128485,126932,126033,124970,122775,120527,119024,117723,117271,117984,118297,117933,117490,117289,116573,115706,115453,115142,114499,113604,112564,111572,111181,111083,110808,110751,110588,110732,110780,110630,110103,109550,108381,107303
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",171382,174894,181923,189672,203993,217106,225008,230241,237833,246836,260852,272648,284026,294958,305348,315969,327855,340285,354554,369706,384379,403674,415595,425733,435486,445335,453432,460565,470889,478995,486692,495514,505047,516153,529021,546232,563305,579087,589451,590912,589388,590688,591838,595703,601402,610290,623279
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)*",1101455,1125162,1162772,1205736,1247871,1262795,1285565,1316528,1343631,1390221,1432057,1460960,1497985,1541261,1578689,1600224,1623121,1637259,1644586,1638280,1639407,1658024,1702298,1760945,1819298,1862948,1910680,1959552,2012227,2061091,2118555,2170977,2218759,2266781,2284876,2304818,2332749,2374194,2418686,2463971,2509417,2554468,2601104,2648482,2700086,2755856,2814330
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",361074,364467,369809,373239,379164,383309,386229,388848,388226,390158,390395,392658,393561,392625,393623,394875,395994,397004,399998,404844,410759,418062,424368,432014,439105,444671,451372,457294,462263,468172,475924,483243,489761,496276,503406,511257,521578,532738,543590,553644,562601,571981,580949,589670,600263,612156,622899
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",4414928,4439498,4459793,4453517,4435796,4422090,4394458,4361574,4351973,4356619,4356811,4339778,4275732,4223098,4185050,4182763,4195986,4219771,4241494,4234083,4237904,4250986,4285663,4319806,4344712,4365423,4399746,4433102,4440400,4441717,4447649,4455503,4461855,4456433,4453371,4445887,4431048,4409697,4377116,4339504,4311728,4291288,4287427,4294049,4297081,4301480,4302043
20020,"Dothan, AL (Metropolitan Statistical Area)",90913,92122,94147,97881,100409,105391,108046,109777,110966,112772,113631,114505,115576,116060,115974,116501,117318,117628,118980,119302,119455,120826,122507,123636,124976,125036,125872,127060,128062,128927,129970,131024,131413,131967,133586,135057,136643,139070,141157,142958,144396,145870,146661,147610,147568,147993,148171
20100,"Dover, DE (Metropolitan Statistical Area)",80668,82633,86628,89512,90286,91026,92521,94465,96264,98251,99166,98280,98317,99225,100953,101261,102818,104713,106263,106965,109052,111638,114288,115682,117987,119039,120715,121447,122419,124056,125611,127229,129228,131824,134605,139342,144585,149704,153969,157925,160081,162990,165242,167611,169385,171773,173533
20220,"Dubuque, IA (Metropolitan Statistical Area)",90126,90790,91739,92731,93700,93779,94655,95687,94270,93716,93425,93701,93307,91992,90296,89616,89096,87771,87125,87351,86644,86462,86988,87672,88261,88654,88938,89097,88996,88775,88934,89201,88932,89132,90012,90462,90769,91258,92130,92519,92948,93924,94612,95227,95981,96587,97125
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",299789,293960,296224,295529,292286,288748,290582,294985,295109,294586,296193,296407,295015,292192,286582,281016,275987,271434,269076,267468,268268,269746,271256,272939,273424,273834,271777,272433,273609,273552,274682,275775,276946,276852,277209,277087,276682,276710,277209,278561,279465,279746,279849,279526,279781,279983,279601
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",242123,246517,252666,261180,266750,271564,270769,275162,281149,284208,289360,292831,295796,298730,302298,306946,312842,320939,327345,333279,339747,346907,354625,362754,372169,380071,388187,395974,405085,412954,420226,426116,435229,441780,446402,451323,458287,468238,478699,489919,499753,508123,516010,525221,533829,543217,552493
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",44851,45441,46302,48917,51711,54877,57637,60370,62848,65535,67911,69649,70470,71688,72455,73556,75250,78127,81647,87169,92452,96889,101469,105649,110062,114752,119070,123307,127470,131007,134936,139710,143775,148833,154027,158181,162045,165185,167352,168576,169390,169906,169876,168579,167310,167242,166397
20740,"Eau Claire, WI (Metropolitan Statistical Area)",111230,115555,118617,121204,120238,121193,124012,124496,127012,128912,129293,131405,132986,133738,133527,134188,134120,134252,135233,136125,137187,137771,139325,140614,141985,142998,143950,144842,145834,146470,147378,148656,149655,150846,151816,153419,154809,156167,157654,158700,160271,161652,162850,163925,164951,165085,165636
20940,"El Centro, CA (Metropolitan Statistical Area)",73604,74795,74931,75869,79648,81526,82989,85264,86981,88474,90086,92584,94301,95688,96890,97475,99199,98885,100077,101881,105166,110839,117143,123823,132758,134315,136986,137987,138624,139615,141056,142410,143707,145640,148984,152259,156113,160505,164596,167917,172008,174750,176372,177557,177579,179332,180191
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",106637,107652,107830,105967,99133,104885,110417,118037,118999,116940,118949,123258,121230,120805,121809,122225,122818,123219,123053,124869,124472,125466,121495,120059,126505,128321,129423,128895,130182,131428,132558,134506,135657,136591,136333,138230,140177,140870,141844,142988,143829,149940,151330,150476,151573,151895,148604
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",124600,126624,127025,129596,132290,132510,131484,131402,133567,135493,136687,137292,136836,138179,140286,144701,147287,148990,151167,153917,155813,156517,158141,160454,163510,166498,169869,172582,175274,177885,180645,183412,184708,184543,187149,189316,192242,195047,196304,197762,197514,197471,198509,199229,200476,201739,203474
21300,"Elmira, NY (Metropolitan Statistical Area)",101394,101457,101080,101665,100452,99936,100497,100008,99335,98689,99339,97443,96406,96032,94659,93190,92200,91179,91819,93142,94701,95292,95001,94954,94711,94132,93675,92972,92162,91791,91284,91094,90780,90613,90154,89777,88860,88732,88634,88503,88849,88969,88997,89277,88523,87469,87071
21340,"El Paso, TX (Metropolitan Statistical Area)",366546,362854,371562,380771,400736,414149,430008,443031,452639,463126,474925,486485,500476,514949,523973,532385,541534,552279,562186,571624,583850,598255,611092,622040,636952,649075,657359,659655,668300,674484,678720,685086,692568,699844,708545,720997,731511,748254,759040,773304,790182,807102,823426,835201,835769,838756,838972
21420,"Enid, OK (Metropolitan Statistical Area)",55616,56532,57616,57604,56540,57571,58729,60129,61098,61926,62264,63179,64500,67597,67225,65759,64151,62550,59858,57691,57178,56686,56486,56780,56879,57296,57939,57794,57831,58122,58197,57721,57279,57249,57230,57459,57358,57723,58153,58845,59989,60758,60706,61303,62407,62977,63569
21500,"Erie, PA (Metropolitan Statistical Area)",262384,264315,268634,272384,274509,275306,279275,281390,280019,278420,278792,280043,280529,281320,281683,280928,277584,277123,275759,274732,275474,275911,277973,279548,280796,281649,282127,282582,282609,281764,281294,280803,280647,280379,280153,277864,277211,278389,278573,278686,279838,280774,281116,281076,280117,278936,278045
21660,"Eugene, OR (Metropolitan Statistical Area)",208936,216409,220797,227016,230743,236565,240324,245932,251925,260240,267827,275708,277068,272346,268453,267878,267051,266239,268636,273014,278665,284261,288490,292482,297281,301819,306704,311004,316579,319646,321778,323492,324855,327506,330845,332327,335831,339926,344844,348176,350850,351966,353637,354610,355650,358506,362895
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",253494,254890,257776,258125,260065,260547,260965,262498,266046,270348,272865,276466,276701,277792,278314,279451,280221,279786,279347,278923,278930,279384,281270,284179,286723,288681,289950,292136,293894,294517,295610,296480,297027,298383,300628,302310,303844,305549,307468,308614,310170,311817,312642,313389,314454,315137,315693
21820,"Fairbanks, AK (Metropolitan Statistical Area)*",44738,45940,47260,47690,47654,48480,51765,55983,55433,55325,54910,54520,56576,59905,65695,68300,71433,73520,73528,75364,77121,78067,80479,82506,82979,83512,81941,82880,82483,83299,83390,83005,84814,86095,86885,89043,90431,90545,93545,94552,95238,98289,98146,100370,101007,99371,99631
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",115720,120690,123471,125464,126247,127527,128935,131761,133484,136239,137013,137979,139144,140221,142387,144178,146132,147258,148578,150478,151829,153752,155533,158182,160472,162919,165081,166691,168747,170893,172892,174970,177033,178891,181539,186448,189303,193412,197121,201346,206223,209419,213082,217727,223695,228557,233836
22140,"Farmington, NM (Metropolitan Statistical Area)",52300,52779,53916,55756,58722,61123,64638,68161,71376,75134,78915,82318,85794,88833,90708,91339,91644,93577,92289,92031,92413,91567,93755,95233,97821,100106,101390,103911,105501,108565,112574,114131,115745,119430,121553,123179,124809,125028,126149,126905,129359,130140,128016,128359,126564,123990,118737
22180,"Fayetteville, NC (Metropolitan Statistical Area)",225839,228446,231237,232815,238764,250874,252984,257713,262434,265132,263783,268372,270877,272471,276236,280454,283286,284080,288001,286942,294889,298784,302956,305176,314917,318691,322543,324870,329662,331086,334441,337678,339038,341482,339823,345748,343493,348725,350780,355712,362658,367623,373337,373605,377479,377458,376509
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",146208,150488,155659,164587,169595,175478,178301,183484,190629,195519,200858,205371,206809,208135,211010,214918,218411,221825,227055,230907,234537,241478,250665,260143,273070,285563,299657,312015,321648,329438,338827,349532,358350,367634,379457,392694,407987,424016,436539,446592,455143,465802,474343,483158,492352,502064,513559
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",48200,49180,53330,58203,61654,64831,69825,66403,68939,70815,73357,75579,77794,79156,81118,83640,84431,87575,90380,93355,95194,97106,99647,102498,105570,108680,110954,112686,114444,114874,115307,116773,118283,121308,122882,125117,127025,128695,130442,131853,133477,134626,134182,135978,136612,137637,139097
22420,"Flint, MI (Metropolitan Statistical Area)",446088,446058,448310,448656,451762,450155,446850,444880,446546,449607,451082,449131,442878,437115,432600,430254,431268,433037,433335,430096,428946,430938,431184,430944,430702,430742,432261,433302,432978,433160,434409,436965,438584,440062,441689,442534,442508,441164,438109,433082,427989,425057,421784,418110,415695,412934,410849
22500,"Florence, SC (Metropolitan Statistical Area)",142573,143122,145616,147002,151937,157632,160899,162337,166445,169123,171805,173231,174072,174401,173824,174898,175430,175210,174806,174734,175658,176706,179519,182044,184186,185744,187778,188929,190674,191680,192641,193290,194240,195590,197053,198010,199167,200913,202246,203805,204825,205683,205714,206156,206186,206756,206448
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",118200,118093,120545,121579,123562,124134,126431,127873,130206,131868,134560,135322,136104,135139,134050,133488,133350,132653,131839,131132,130762,131838,133733,135174,136971,137786,138962,140318,141339,142041,142305,143036,142584,142163,142382,143112,143717,144707,145593,146675,146952,147261,147061,147152,147200,147543,146950
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",82894,84380,83569,85264,86518,86561,87138,86830,87670,87720,88172,88924,88556,88361,88289,88552,88942,88909,89038,89787,89748,90296,91265,92049,92876,93717,94509,95529,95998,96512,96985,97390,97856,98097,98470,98929,99297,99920,100520,101122,101370,101712,101898,101856,101865,102010,101973
22660,"Fort Collins, CO (Metropolitan Statistical Area)",81438,91095,97125,106999,112441,119945,120593,123187,131973,137780,145474,150091,153347,157410,161816,165073,169687,174271,177612,180610,183507,187299,193154,200212,208143,216868,222750,228350,233746,240765,246884,253072,260541,265372,268448,271510,275116,280713,286112,291650,296696,300524,305314,310970,316618,324657,333577
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",157968,161302,166652,170641,173030,178875,207746,188214,194364,198313,201812,203668,203878,204078,207278,210446,212229,214383,217078,218039,218975,219804,222842,226308,231118,234032,239471,243520,246842,249460,252529,256126,258087,260117,261903,264035,266708,271075,274305,276322,278908,280681,281006,280810,280041,279821,280241
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",321647,328656,333164,336249,338398,339819,339555,338719,339540,343658,345596,345480,342832,340642,338181,337671,341030,345561,351063,352986,354134,355358,358547,361726,365059,367729,370934,374837,378663,383203,386827,391039,393580,396147,398993,400583,403240,406783,410223,412062,414438,416912,419838,421851,424448,426940,429820
23420,"Fresno, CA (Metropolitan Statistical Area)",408304,414886,424697,431918,439865,449886,464183,477162,489016,497564,506332,517679,528891,541500,555873,572091,584070,593621,608831,627658,650755,672302,691569,710263,726859,739835,749534,761409,771391,778615,789405,801288,813021,829762,847193,861035,872470,883862,895933,909630,921478,932462,940971,947713,955217,964983,974861
23460,"Gadsden, AL (Metropolitan Statistical Area)",92041,94134,94887,95758,96072,96579,97936,98984,100171,101731,102937,103112,103143,102524,102707,102307,102291,101664,101314,100728,100327,99809,100365,100950,101310,102213,102342,103063,104129,104367,104002,103286,102976,102988,103025,103080,103174,103528,103893,104206,104239,104442,104236,104235,103852,103452,103057
23540,"Gainesville, FL (Metropolitan Statistical Area)",104470,108745,112666,123894,130322,135976,137514,137769,142625,148102,151718,158113,161727,165951,168900,172859,177239,179646,182650,185638,188728,192474,198591,203980,208594,210925,216093,219654,223439,226674,229909,233054,236001,239116,242033,245138,249557,255729,259295,261685,263486,264619,266674,268547,270173,273495,277163
23580,"Gainesville, GA (Metropolitan Statistical Area)",58192,59814,62007,63406,65831,66786,69063,69626,71185,72534,74275,76074,77629,78832,80278,82024,84174,87054,89092,91583,93865,96215,99525,102186,105903,110029,114464,119147,124219,129182,134781,140993,146148,150229,153561,156385,160979,166524,172446,177277,178503,180003,182920,185012,187588,190525,193535
23900,"Gettysburg, PA (Metropolitan Statistical Area)",56433,57165,58628,60815,62627,63523,63834,64435,65398,66235,67409,68513,69506,70422,70679,70290,71043,72492,73976,75326,76609,78797,80531,81771,83013,84186,85063,86252,87751,89074,90363,91457,92591,93934,95503,97300,98606,99899,100502,101056,101252,101472,101657,101572,101525,101787,102295
24020,"Glens Falls, NY (Metropolitan Statistical Area)",101436,102612,104666,105917,106354,106739,108378,108894,109831,110335,110464,109725,109830,109768,110046,110536,111433,112257,114046,115651,117016,119027,120286,121290,122572,122783,123496,123615,123410,123436,124074,124250,124548,124926,125944,126854,127674,128325,128794,129100,128771,128976,128776,128462,127890,127356,126918
24140,"Goldsboro, NC (Metropolitan Statistical Area)",85504,85747,87943,90151,90338,91807,92498,93352,94674,96788,97135,97314,98066,98603,99391,100393,101193,100205,101296,102269,103938,104896,106545,107614,108374,109459,111578,112898,113366,113429,113176,113648,113934,114305,114595,116484,117009,117534,118942,119910,121217,122892,124028,124516,124597,124502,124132
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",94243,95935,97885,98607,99795,100100,98203,100617,101935,101225,101383,101074,101367,101851,103104,103741,103712,103349,103422,104341,104094,103177,103034,104181,104443,105601,105650,105443,103643,99938,97919,97405,96663,96367,96267,98164,97777,98266,97606,98092,97941,98616,98187,99198,101020,101779,102449
24260,"Grand Island, NE (Metropolitan Statistical Area)",65914,67211,67395,67890,68678,68715,69925,70033,71220,71462,72400,72954,73771,74317,74064,74167,73677,72410,71955,71826,71740,72071,72752,73479,74477,75088,75970,76534,77040,77545,77886,77621,77308,77526,77941,78215,78140,78556,78988,79947,81169,82057,82698,83461,84099,84751,85066
24300,"Grand Junction, CO (Metropolitan Statistical Area)",54219,54479,55311,56912,57962,58973,63261,66628,68585,72223,76946,82796,87659,94152,96012,94496,89368,87386,87443,88872,91231,93757,96348,97977,100579,103373,105968,108131,110566,112686,114827,117631,119496,122440,124994,127678,130194,134665,139434,143155,147851,146489,147372,147720,147676,147890,148513
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",608759,617650,620779,626892,638073,643154,648334,654247,662779,672225,685105,697163,704228,706354,709384,719650,730764,740945,753914,769644,782004,795411,810613,823316,835716,849497,864714,880047,893999,906489,920648,934152,944552,952185,959259,965089,970713,976610,981643,984563,987281,989524,996733,1006814,1018291,1028962,1038583
24420,"Grants Pass, OR (Metropolitan Statistical Area)",35714,36304,38848,40305,43151,45787,48032,50710,52549,55762,57893,58948,59202,58154,57548,59083,60666,60702,61238,61721,61865,62985,64575,65507,67500,69406,71313,72310,73442,74455,75209,75851,76452,77712,78779,79729,80660,81601,81746,82389,82315,82868,82641,82791,83263,83606,84745
24500,"Great Falls, MT (Metropolitan Statistical Area)",81183,82258,84453,84842,84728,85126,84693,84869,86247,86611,84475,80627,80183,79791,80621,80318,79591,78179,77733,77681,78098,77788,78651,79727,81028,82134,82201,82429,80861,80709,80596,80318,80055,79848,79633,80198,80041,79984,80099,80529,80680,81533,81772,81767,82367,82268,82278
24540,"Greeley, CO (Metropolitan Statistical Area)*",86216,90012,93779,99597,104411,108059,108479,110052,112555,114919,120194,123767,124780,125733,129542,130764,131402,131715,131713,131842,132202,132161,134262,137560,142586,147328,152140,156140,161525,166547,174342,182861,192360,202234,208858,215322,222879,230703,237692,243442,248193,254166,258704,264117,270368,276379,285174
24580,"Green Bay, WI (Metropolitan Statistical Area)",197096,203616,206593,208479,210941,212277,215386,217622,218655,220260,220801,224345,226129,227271,228249,230950,232292,234712,236959,239462,241229,244716,249019,253077,257897,262056,266765,270879,274177,276931,280100,283282,285783,288713,291169,294570,296800,298702,301190,302468,304686,306736,308771,311081,312514,314498,316519
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",433249,438730,448079,455577,460732,464097,466520,471352,477233,482440,487216,493196,496975,500656,504241,508397,512256,516765,523217,530011,535336,542612,552787,561591,571281,581897,594390,605175,615526,626891,637026,645409,652741,657855,663140,667711,677080,689637,700485,711405,718902,725068,730175,736015,741422,747397,752157
